state-name,constituency-name,candidate-name,category,party-name,total-votes,candidate-vote-share,result,phone-number,email-address
Kerala,Kozhikode,Adv.PRAKASH BABU,GENERAL,BJP,161216,14.97,3rd place,Not Found,Not Found
Kerala,Malappuram,P.K. Kunhalikutty,GENERAL,IUML,589873,57.0,Winner,Not Found,Not Found
Kerala,Malappuram,V.P. Sanu,GENERAL,CPIM,329720,31.86,2nd place,Not Found,Not Found
Kerala,Malappuram,Unnikrishnan,GENERAL,BJP,82332,7.96,3rd place,Not Found,Not Found
Kerala,Ponnani,E. T. Mohammed Basheer,GENERAL,IUML,521824,51.29,Winner,Not Found,Not Found
Kerala,Ponnani,P.V. Anvar Puthan Veetil,GENERAL,IND,328551,32.29,2nd place,Not Found,Not Found
Kerala,Ponnani,Rema,GENERAL,BJP,110603,10.87,3rd place,Not Found,Not Found
Kerala,Palakkad,V K SREEKANDAN,GENERAL,INC,399274,38.81,Winner,Not Found,Not Found
Kerala,Palakkad,M B RAJESH,GENERAL,CPIM,387637,37.68,2nd place,Not Found,Not Found
Kerala,Palakkad,KRISHNAKUMAR C,GENERAL,BJP,218556,21.24,3rd place,Not Found,Not Found
Kerala,Alathur ,RAMYA HARIDAS,SC,INC,533815,52.37,Winner,Not Found,Not Found
Kerala,Alathur ,DR. P.K.BIJU,SC,CPIM,374847,36.77,2nd place,Not Found,Not Found
Kerala,Alathur ,T.V.BABU,SC,BDJS,89837,8.81,3rd place,Not Found,Not Found
Kerala,Thrissur,T. N. PRATHAPAN,GENERAL,INC,415089,39.83,Winner,Not Found,Not Found
Kerala,Thrissur,RAJAJI MATHEW THOMAS,GENERAL,CPI,321456,30.85,2nd place,Not Found,Not Found
Kerala,Thrissur,SURESH GOPI,GENERAL,BJP,293822,28.19,3rd place,Not Found,Not Found
Kerala,Chalakudy,BENNY BEHANAN,GENERAL,INC,473444,47.8,Winner,Not Found,Not Found
Kerala,Chalakudy,INNOCENT,GENERAL,CPIM,341170,34.45,2nd place,Not Found,Not Found
Kerala,Chalakudy,A N RADHAKRISHNAN,GENERAL,BJP,154159,15.56,3rd place,Not Found,Not Found
Kerala,Ernakulam,HIBI EDEN,GENERAL,INC,491263,50.78,Winner,Not Found,Not Found
Kerala,Ernakulam,P RAJEEV,GENERAL,CPIM,322110,33.3,2nd place,Not Found,Not Found
Kerala,Ernakulam,ALPHONS KANNANTHANAM,GENERAL,BJP,137749,14.24,3rd place,Not Found,Not Found
Kerala,Idukki,Adv. DEAN KURIAKOSE,GENERAL,INC,498493,54.21,Winner,Not Found,Not Found
Kerala,Idukki,"Adv, JOICE GEORGE",GENERAL,IND,327440,35.61,2nd place,Not Found,Not Found
Kerala,Idukki,BIJU KRISHNAN,GENERAL,BDJS,78648,8.55,3rd place,Not Found,Not Found
Kerala,Kottayam,Thomas Chazhikadan,GENERAL,KEC(M),421046,46.24,Winner,Not Found,Not Found
Kerala,Kottayam,V.N. Vasavan,GENERAL,CPIM,314787,34.57,2nd place,Not Found,Not Found
Kerala,Kottayam,Adv. P.C Thomas,GENERAL,KEC,155135,17.04,3rd place,Not Found,Not Found
Kerala,Alappuzha,Adv. A M ARIFF,GENERAL,CPIM,445970,40.91,Winner,Not Found,Not Found
Kerala,Alappuzha,Adv. SHANIMOL OSMAN,GENERAL,INC,435496,39.95,2nd place,Not Found,Not Found
Kerala,Alappuzha,Dr. K. S. RADHAKRISHNAN,GENERAL,BJP,187729,17.22,3rd place,Not Found,Not Found
Kerala,Mavelikkara ,KODIKUNNIL SURESH,SC,INC,440415,45.29,Winner,Not Found,Not Found
Kerala,Mavelikkara ,CHITTAYAM GOPAKUMAR,SC,CPI,379277,39.01,2nd place,Not Found,Not Found
Kerala,Mavelikkara ,THAZHAVA SAHADEVAN,SC,BDJS,133546,13.73,3rd place,Not Found,Not Found
Kerala,Pathanamthitta,ANTO ANTONY,GENERAL,INC,380927,37.08,Winner,Not Found,Not Found
Kerala,Pathanamthitta,VEENA GEORGE,GENERAL,CPIM,336684,32.77,2nd place,Not Found,Not Found
Kerala,Pathanamthitta,K SURENDRAN,GENERAL,BJP,297396,28.95,3rd place,Not Found,Not Found
Kerala,Kollam,N.K.Premachandran,GENERAL,RSP,499677,51.57,Winner,Not Found,Not Found
Kerala,Kollam,K.N.Balagopal,GENERAL,CPIM,350821,36.2,2nd place,Not Found,Not Found
Kerala,Kollam,Adv.K.V.Sabu,GENERAL,BJP,103339,10.66,3rd place,Not Found,Not Found
Kerala,Attingal,Adv. ADOOR PRAKASH,GENERAL,INC,380995,37.87,Winner,Not Found,Not Found
Kerala,Attingal,Dr. A. SAMPATH,GENERAL,CPIM,342748,34.07,2nd place,Not Found,Not Found
Kerala,Attingal,SOBHASURENDRAN,GENERAL,BJP,248081,24.66,3rd place,Not Found,Not Found
Kerala,Thiruvananthapuram,Dr. SHASHI THAROOR,GENERAL,INC,416131,41.15,Winner,Not Found,Not Found
Kerala,Thiruvananthapuram,KUMMANAM RAJASEKHARAN,GENERAL,BJP,316142,31.26,2nd place,Not Found,Not Found
Kerala,Thiruvananthapuram,C. DIVAKARAN,GENERAL,CPI,258556,25.57,3rd place,Not Found,Not Found
Madhya Pradesh,MORENA,NARENDRA SINGH TOMAR,GENERAL,BJP,541689,47.57,Winner,Not Found,Not Found
Madhya Pradesh,MORENA,RAMNIWAS RAWAT,GENERAL,INC,428348,37.62,2nd place,Not Found,Not Found
Madhya Pradesh,MORENA,KARTAR SINGH BHADANA,GENERAL,BSP,129380,11.36,3rd place,Not Found,Not Found
Madhya Pradesh,BHIND,SANDHYA RAY,SC,BJP,527694,54.81,Winner,Not Found,Not Found
Madhya Pradesh,BHIND,DEVASHISH,SC,INC,327809,34.05,2nd place,Not Found,Not Found
Madhya Pradesh,BHIND,BABU RAM JAMOR,SC,BSP,66613,6.92,3rd place,Not Found,Not Found
Madhya Pradesh,GWALIOR,VIVEK NARAYAN SHEJWALKAR,GENERAL,BJP,627250,52.41,Winner,Not Found,Not Found
Madhya Pradesh,GWALIOR,ASHOK SINGH,GENERAL,INC,480408,40.14,2nd place,Not Found,Not Found
Madhya Pradesh,GWALIOR,MAMTA BALVEER SINGH KUSHWAH,GENERAL,BSP,44677,3.73,3rd place,Not Found,Not Found
Madhya Pradesh,GUNA,"KRISHNA PAL SINGH ""Dr. K. P. YADAV""",GENERAL,BJP,614049,52.1,Winner,Not Found,Not Found
Madhya Pradesh,GUNA,JYOTIRADITYA M. SCINDIA,GENERAL,INC,488500,41.44,2nd place,Not Found,Not Found
Madhya Pradesh,GUNA,DHAKAD LOKENDRA SINGH RAJPOOT,GENERAL,BSP,37530,3.18,3rd place,Not Found,Not Found
Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,GENERAL,BJP,646231,62.29,Winner,Not Found,Not Found
Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,GENERAL,INC,340689,32.84,2nd place,Not Found,Not Found
Madhya Pradesh,SAGAR,RAJKUMAR YADAV,GENERAL,BSP,20363,1.96,3rd place,Not Found,Not Found
Madhya Pradesh,TIKAMGARH,Dr Virendra Kumar,SC,BJP,672248,61.26,Winner,Not Found,Not Found
Madhya Pradesh,TIKAMGARH,Ahirwar Kiran,SC,INC,324189,29.54,2nd place,Not Found,Not Found
Madhya Pradesh,TIKAMGARH,R.D. Prajapati,SC,SP,42585,3.88,3rd place,Not Found,Not Found
Madhya Pradesh,DAMOH,PRAHALAD SINGH PATEL,GENERAL,BJP,704524,60.51,Winner,Not Found,Not Found
Madhya Pradesh,DAMOH,PRATAP SINGH,GENERAL,INC,351113,30.15,2nd place,Not Found,Not Found
Madhya Pradesh,DAMOH,"JITTU KHARE ""BADAL""",GENERAL,BSP,45848,3.94,3rd place,Not Found,Not Found
Madhya Pradesh,KHAJURAHO,V.D. SHARMA (VISHNU DATT SHARMA),GENERAL,BJP,811135,64.46,Winner,Not Found,Not Found
Madhya Pradesh,KHAJURAHO,MAHARANI KAVITA SINGH NATIRAJA,GENERAL,INC,318753,25.33,2nd place,Not Found,Not Found
Madhya Pradesh,KHAJURAHO,VEER SINGH PATEL,GENERAL,SP,40077,3.18,3rd place,Not Found,Not Found
Madhya Pradesh,SATNA,GANESH SINGH,GENERAL,BJP,588753,52.86,Winner,Not Found,Not Found
Madhya Pradesh,SATNA,RAJARAM TRIPATHI,GENERAL,INC,357280,32.08,2nd place,Not Found,Not Found
Madhya Pradesh,SATNA,ACCHE LAL KUSHAWAHA,GENERAL,BSP,109961,9.87,3rd place,Not Found,Not Found
Madhya Pradesh,REWA,JANARDAN MISHRA,GENERAL,BJP,583769,57.54,Winner,Not Found,Not Found
Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",GENERAL,INC,270961,26.71,2nd place,Not Found,Not Found
Madhya Pradesh,REWA,VIKASH SINGH PATEL,GENERAL,BSP,91109,8.98,3rd place,Not Found,Not Found
Madhya Pradesh,SIDHI,Riti Pathak,GENERAL,BJP,698342,54.44,Winner,Not Found,Not Found
Madhya Pradesh,SIDHI,Ajay Arjun Singh,GENERAL,INC,411818,32.11,2nd place,Not Found,Not Found
Madhya Pradesh,SIDHI,Com. Sanjay Namdeo,GENERAL,CPI,27651,2.16,3rd place,Not Found,Not Found
Madhya Pradesh,SHAHDOL,HIMADRI SINGH,ST,BJP,747977,60.39,Winner,Not Found,Not Found
Madhya Pradesh,SHAHDOL,PRAMILA SINGH,ST,INC,344644,27.83,2nd place,Not Found,Not Found
Madhya Pradesh,SHAHDOL,BAHAN KESHKALI KOL,ST,CPI,33695,2.72,3rd place,Not Found,Not Found
Madhya Pradesh,JABALPUR,RAKESH SINGH,GENERAL,BJP,826454,65.38,Winner,Not Found,Not Found
Madhya Pradesh,JABALPUR,Pt. VIVEK KRISHNA TANKHA,GENERAL,INC,371710,29.41,2nd place,Not Found,Not Found
Madhya Pradesh,JABALPUR,AD. RAMRAJ RAM,SC,BSP,12873,1.02,3rd place,Not Found,Not Found
Madhya Pradesh,MANDLA,FAGGAN SINGH KULASTE,ST,BJP,737266,48.57,Winner,Not Found,Not Found
Madhya Pradesh,MANDLA,KAMAL SINGH MARAVI,ST,INC,639592,42.14,2nd place,Not Found,Not Found
Madhya Pradesh,MANDLA,DADA RAMGULAM UIKEY,ST,GGP,48925,3.22,3rd place,Not Found,Not Found
Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,GENERAL,BJP,696102,50.71,Winner,Not Found,Not Found
Madhya Pradesh,BALAGHAT,MADHU BHAGAT,GENERAL,INC,454036,33.08,2nd place,Not Found,Not Found
Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,GENERAL,BSP,85177,6.2,3rd place,Not Found,Not Found
Madhya Pradesh,CHHINDWARA,NAKUL KAMAL NATH,GENERAL,INC,587305,47.04,Winner,Not Found,Not Found
Madhya Pradesh,CHHINDWARA,NATHANSAHA KAWRETI,ST,BJP,549769,44.04,2nd place,Not Found,Not Found
Madhya Pradesh,CHHINDWARA,MANMOHAN SHAH BATTI,ST,ABGP,35968,2.88,3rd place,Not Found,Not Found
Madhya Pradesh,HOSHANGABAD,UDAY PRATAP SINGH,GENERAL,BJP,877927,69.33,Winner,Not Found,Not Found
Madhya Pradesh,HOSHANGABAD,SHAILENDRA DIWAN CHANDARBHAN SINGH,GENERAL,INC,324245,25.61,2nd place,Not Found,Not Found
Madhya Pradesh,HOSHANGABAD,NOTA,,NOTA,18413,1.45,3rd place,NA,NA
Madhya Pradesh,VIDISHA,Ramakant Bhargava,GENERAL,BJP,853022,68.19,Winner,Not Found,Not Found
Madhya Pradesh,VIDISHA,Shailendra Rameshchandra Patel,GENERAL,INC,349938,27.97,2nd place,Not Found,Not Found
Madhya Pradesh,VIDISHA,Geetawali Er. P.S. Ahirwar,SC,BSP,14409,1.15,3rd place,Not Found,Not Found
Madhya Pradesh,BHOPAL,SADHVI PRAGYA SINGH THAKUR,GENERAL,BJP,866482,61.51,Winner,Not Found,Not Found
Madhya Pradesh,BHOPAL,DIGVIJAYA SINGH,GENERAL,INC,501660,35.61,2nd place,Not Found,Not Found
Madhya Pradesh,BHOPAL,MADHO SINGH AHIRWAR,SC,BSP,11277,0.8,3rd place,Not Found,Not Found
Madhya Pradesh,RAJGARH,RODMAL NAGAR,GENERAL,BJP,823824,65.33,Winner,Not Found,Not Found
Madhya Pradesh,RAJGARH,MONA SUSTANI,GENERAL,INC,392805,31.15,2nd place,Not Found,Not Found
Madhya Pradesh,RAJGARH,NOTA,,NOTA,10375,0.82,3rd place,NA,NA
Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,SC,BJP,862429,61.62,Winner,Not Found,Not Found
Madhya Pradesh,DEWAS,PRAHLAD SINGH TIPANYA,SC,INC,490180,35.02,2nd place,Not Found,Not Found
Madhya Pradesh,DEWAS,"BADRILAL ""AKELA""",SC,BSP,18338,1.31,3rd place,Not Found,Not Found
Madhya Pradesh,UJJAIN,ANIL FIROJIYA,SC,BJP,791663,63.18,Winner,Not Found,Not Found
Madhya Pradesh,UJJAIN,BABULAL MALVIYA,SC,INC,426026,34.0,2nd place,Not Found,Not Found
Madhya Pradesh,UJJAIN,SATISH PARMAR,SC,BSP,10698,0.85,3rd place,Not Found,Not Found
Madhya Pradesh,MANDSOUR,Sudheer Gupta,GENERAL,BJP,847786,61.81,Winner,Not Found,Not Found
Madhya Pradesh,MANDSOUR,Meenakshi Natarajan,GENERAL,INC,471052,34.34,2nd place,Not Found,Not Found
Madhya Pradesh,MANDSOUR,Prabhulal Meghwal,SC,BSP,9703,0.71,3rd place,Not Found,Not Found
Madhya Pradesh,RATLAM,GUMAN SINGH DAMOR,ST,BJP,696103,49.67,Winner,Not Found,Not Found
Madhya Pradesh,RATLAM,KANTILAL BHURIA,ST,INC,605467,43.21,2nd place,Not Found,Not Found
Madhya Pradesh,RATLAM,NOTA,,NOTA,35431,2.53,3rd place,NA,NA
Madhya Pradesh,DHAR,CHATTARSINGH DARBAR,ST,BJP,722147,53.72,Winner,Not Found,Not Found
Madhya Pradesh,DHAR,GIRWAL DINESH,ST,INC,566118,42.12,2nd place,Not Found,Not Found
Madhya Pradesh,DHAR,NOTA,,NOTA,17929,1.33,3rd place,NA,NA
Madhya Pradesh,INDORE,SHANKAR LALWANI,GENERAL,BJP,1068569,65.57,Winner,Not Found,Not Found
Madhya Pradesh,INDORE,PANKAJ SANGHVI,GENERAL,INC,520815,31.96,2nd place,Not Found,Not Found
Madhya Pradesh,INDORE,ER. DEEPCHAND AHIRWAL,SC,BSP,8666,0.53,3rd place,Not Found,Not Found
Madhya Pradesh,KHARGONE,GAJENDRA UMRAO SINGH PATEL,ST,BJP,773550,54.17,Winner,Not Found,Not Found
Madhya Pradesh,KHARGONE,DR. GOVIND SUBHAN MUJALDA,ST,INC,571040,39.99,2nd place,Not Found,Not Found
Madhya Pradesh,KHARGONE,COMRADE JYOTI SUKHLAL GORE,ST,CPI,20673,1.45,3rd place,Not Found,Not Found
Madhya Pradesh,KHANDWA,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),GENERAL,BJP,838909,57.14,Winner,Not Found,Not Found
Madhya Pradesh,KHANDWA,ARUN SUBHASH CHANDRA YADAV,GENERAL,INC,565566,38.52,2nd place,Not Found,Not Found
Madhya Pradesh,KHANDWA,NOTA,,NOTA,16005,1.09,3rd place,NA,NA
Madhya Pradesh,BETUL,DURGA DAS (D.D.) UIKEY,ST,BJP,811248,59.72,Winner,Not Found,Not Found
Madhya Pradesh,BETUL,RAMU TEKAM (ADVOCATE),ST,INC,451007,33.2,2nd place,Not Found,Not Found
Madhya Pradesh,BETUL,ASHOK BHALAVI,ST,BSP,23573,1.74,3rd place,Not Found,Not Found
Maharashtra,Nandurbar ,Dr. Heena Vijaykumar Gavit,ST,BJP,639136,49.76,Winner,Not Found,Not Found
Maharashtra,Nandurbar ,Adv. K. C. Padavi,ST,INC,543507,42.31,2nd place,Not Found,Not Found
Maharashtra,Nandurbar ,Anturlikar Sushil Suresh,ST,VBA,25702,2.0,3rd place,Not Found,Not Found
Maharashtra,Dhule,Bhamre Subhash Ramrao,GENERAL,BJP,613533,56.36,Winner,Not Found,Not Found
Maharashtra,Dhule,Kunalbaba Rohidas Patil,GENERAL,INC,384290,35.3,2nd place,Not Found,Not Found
Maharashtra,Dhule,Nabi Ahmad Ahmad Dulla,GENERAL,VBA,39449,3.62,3rd place,Not Found,Not Found
Maharashtra,Jalgaon,Unmesh Bhaiyyasaheb Patil,GENERAL,BJP,713874,65.36,Winner,Not Found,Not Found
Maharashtra,Jalgaon,Gulabrao Baburao Deokar,GENERAL,NCP,302257,27.67,2nd place,Not Found,Not Found
Maharashtra,Jalgaon,Anjali Ratnakar Baviskar,GENERAL,VBA,37366,3.42,3rd place,Not Found,Not Found
Maharashtra,Raver,Khadse Raksha Nikhil,GENERAL,BJP,655386,59.77,Winner,Not Found,Not Found
Maharashtra,Raver,Dr.Ulhas Vasudeo Patil,GENERAL,INC,319504,29.14,2nd place,Not Found,Not Found
Maharashtra,Raver,Nitin Pralhad Kandelkar,GENERAL,VBA,88365,8.06,3rd place,Not Found,Not Found
Maharashtra,Buldhana,Jadhav Prataprao Ganpatrao,GENERAL,SHS,521977,46.56,Winner,Not Found,Not Found
Maharashtra,Buldhana,Dr. Rajendra Bhaskarrav Shingne,GENERAL,NCP,388690,34.67,2nd place,Not Found,Not Found
Maharashtra,Buldhana,Siraskar Baliram Bhagwan,GENERAL,VBA,172627,15.4,3rd place,Not Found,Not Found
Maharashtra,Akola,Dhotre Sanjay Shamrao,GENERAL,BJP,554444,49.5,Winner,Not Found,Not Found
Maharashtra,Akola,Ambedkar (Adv) Prakash Yashwant,GENERAL,VBA,278848,24.89,2nd place,Not Found,Not Found
Maharashtra,Akola,Hidayatullah Barakatullah Patel,GENERAL,INC,254370,22.71,3rd place,Not Found,Not Found
Maharashtra,Amravati ,Navnit Ravi Rana,SC,IND,510947,45.87,Winner,Not Found,Not Found
Maharashtra,Amravati ,Adsul Anandrao Vithoba,SC,SHS,473996,42.55,2nd place,Not Found,Not Found
Maharashtra,Amravati ,Gunwant Deopare,SC,VBA,65135,5.85,3rd place,Not Found,Not Found
Maharashtra,Wardha,Ramdas Chandrabhanji Tadas,GENERAL,BJP,578364,53.92,Winner,Not Found,Not Found
Maharashtra,Wardha,Charulata Rao Tokas,GENERAL,INC,391173,36.47,2nd place,Not Found,Not Found
Maharashtra,Wardha,Agrawal Shaileshkumar Premkishorji,GENERAL,BSP,36423,3.4,3rd place,Not Found,Not Found
Maharashtra,Ramtek ,Krupal Balaji Tumane,SC,SHS,597126,49.85,Winner,Not Found,Not Found
Maharashtra,Ramtek ,Kishore Uttamrao Gajbhiye,SC,INC,470343,39.27,2nd place,Not Found,Not Found
Maharashtra,Ramtek ,Subhash Dharamdas Gajbhiye,SC,BSP,44327,3.7,3rd place,Not Found,Not Found
Maharashtra,Nagpur ,NITIN JAIRAM GADKARI,GENERAL,BJP,660221,55.61,Winner,Not Found,Not Found
Maharashtra,Nagpur ,NANA PATOLE,GENERAL,INC,444212,37.42,2nd place,Not Found,Not Found
Maharashtra,Nagpur ,MOHAMMAD JAMAL,GENERAL,BSP,31725,2.67,3rd place,Not Found,Not Found
Maharashtra,Bhandara - gondiya,Sunil Baburao Mendhe,GENERAL,BJP,650243,52.16,Winner,Not Found,Not Found
Maharashtra,Bhandara - gondiya,Panchabudhe Nana Jairam,GENERAL,NCP,452849,36.33,2nd place,Not Found,Not Found
Maharashtra,Bhandara - gondiya,Dr. Vijaya Rajesh Nandurkar,GENERAL,BSP,52659,4.22,3rd place,Not Found,Not Found
Maharashtra,Gadchiroli-Chimur,ASHOK MAHADEORAO NETE,ST,BJP,519968,45.46,Winner,Not Found,Not Found
Maharashtra,Gadchiroli-Chimur,Dr. NAMDEO DALLUJI USENDI,ST,INC,442442,38.68,2nd place,Not Found,Not Found
Maharashtra,Gadchiroli-Chimur,Dr. RAMESHKUMAR BABURAOJI GAJBE,ST,VBA,111468,9.75,3rd place,Not Found,Not Found
Maharashtra,Chandrapur,Balubhau alias Suresh Narayan Dhanorkar,GENERAL,INC,559507,45.14,Winner,Not Found,Not Found
Maharashtra,Chandrapur,Ahir Hansraj Gangaram,GENERAL,BJP,514744,41.53,2nd place,Not Found,Not Found
Maharashtra,Chandrapur,Adv. Rajendra Shriramji Mahadole,GENERAL,VBA,112079,9.04,3rd place,Not Found,Not Found
Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,GENERAL,SHS,542098,46.14,Winner,Not Found,Not Found
Maharashtra,Yavatmal-Washim,Thakre Manikrao Govindrao,GENERAL,INC,424159,36.1,2nd place,Not Found,Not Found
Maharashtra,Yavatmal-Washim,Pravin Govind Pawar,GENERAL,VBA,94228,8.02,3rd place,Not Found,Not Found
Maharashtra,Hingoli ,Hemant Patil,GENERAL,SHS,586312,50.6,Winner,Not Found,Not Found
Maharashtra,Hingoli ,Wankhede Subhashrao Bapurao,GENERAL,INC,308456,26.62,2nd place,Not Found,Not Found
Maharashtra,Hingoli ,Mohan Fattusing Rathod,GENERAL,VBA,174051,15.02,3rd place,Not Found,Not Found
Maharashtra,Nanded,Prataprao Patil Chikhalikar,GENERAL,BJP,486806,43.1,Winner,Not Found,Not Found
Maharashtra,Nanded,Ashok Shankarrao Chavan,GENERAL,INC,446658,39.55,2nd place,Not Found,Not Found
Maharashtra,Nanded,Bhinge Yashpal Narsingrao,GENERAL,VBA,166196,14.71,3rd place,Not Found,Not Found
Maharashtra,Parbhani,JADHAV SANJAY (BANDU) HARIBHAU,GENERAL,SHS,538941,43.01,Winner,Not Found,Not Found
Maharashtra,Parbhani,RAJESH UTTAMRAO VITEKAR,GENERAL,NCP,496742,39.64,2nd place,Not Found,Not Found
Maharashtra,Parbhani,ALAMGIR MOHD. KHAN,GENERAL,VBA,149946,11.97,3rd place,Not Found,Not Found
Maharashtra,Jalna,Danve Raosaheb Dadarao,GENERAL,BJP,698019,57.73,Winner,Not Found,Not Found
Maharashtra,Jalna,Autade Vilas Keshavrao,GENERAL,INC,365204,30.2,2nd place,Not Found,Not Found
Maharashtra,Jalna,Dr. Sharadchandra Wankhede,GENERAL,VBA,77158,6.38,3rd place,Not Found,Not Found
Maharashtra,Dindori ,Dr. Bharati Pravin Pawar,ST,BJP,567470,49.83,Winner,Not Found,Not Found
Maharashtra,Dindori ,Dhanraj Haribhau Mahale,ST,NCP,368691,32.38,2nd place,Not Found,Not Found
Maharashtra,Dindori ,Gavit Jeeva Pandu,ST,CPIM,109570,9.62,3rd place,Not Found,Not Found
Maharashtra,Nashik,Godse Hemant Tukaram,GENERAL,SHS,563599,50.23,Winner,Not Found,Not Found
Maharashtra,Nashik,Sameer Magan Bhujbal,GENERAL,NCP,271395,24.19,2nd place,Not Found,Not Found
Maharashtra,Nashik,Adv. Kokate Manikrao Shivajirao,GENERAL,IND,134527,11.99,3rd place,Not Found,Not Found
Maharashtra,Palghar ,Rajendra Dhedya Gavit,ST,SHS,580479,48.28,Winner,Not Found,Not Found
Maharashtra,Palghar ,Baliram Sukur Jadhav,ST,BVA,491596,40.89,2nd place,Not Found,Not Found
Maharashtra,Palghar ,NOTA,,NOTA,29479,2.45,3rd place,NA,NA
Maharashtra,Bhiwandi,KAPIL MORESHWAR PATIL,GENERAL,BJP,523583,52.07,Winner,Not Found,Not Found
Maharashtra,Bhiwandi,TAWARE SURESH KASHINATH,GENERAL,INC,367254,36.52,2nd place,Not Found,Not Found
Maharashtra,Bhiwandi,PROF. (DR.) ARUN SAVANT,GENERAL,VBA,51455,5.12,3rd place,Not Found,Not Found
Maharashtra,Kalyan,Dr. SHRIKANT EKNATH SHINDE,GENERAL,SHS,559723,62.84,Winner,Not Found,Not Found
Maharashtra,Kalyan,BABAJI BALARAM PATIL,GENERAL,NCP,215380,24.18,2nd place,Not Found,Not Found
Maharashtra,Kalyan,SANJAY HEDAOO,GENERAL,VBA,65572,7.36,3rd place,Not Found,Not Found
Maharashtra,Thane,RAJAN BABURAO VICHARE,GENERAL,SHS,740969,63.28,Winner,Not Found,Not Found
Maharashtra,Thane,ANAND PRAKASH PARANJPE,GENERAL,NCP,328824,28.08,2nd place,Not Found,Not Found
Maharashtra,Thane,MALLIKARJUN SAIBANNA PUJARI,GENERAL,VBA,47432,4.05,3rd place,Not Found,Not Found
Maharashtra,Mumbai North,Gopal Shetty,GENERAL,BJP,706678,71.38,Winner,Not Found,Not Found
Maharashtra,Mumbai North,Urmila Matondkar,GENERAL,INC,241431,24.39,2nd place,Not Found,Not Found
Maharashtra,Mumbai North,Thorat Sunil Uttamrao,SC,VBA,15691,1.59,3rd place,Not Found,Not Found
Maharashtra,Mumbai North West,Gajanan Kirtikar,GENERAL,SHS,570063,60.53,Winner,Not Found,Not Found
Maharashtra,Mumbai North West,Sanjay Nirupam,GENERAL,INC,309735,32.89,2nd place,Not Found,Not Found
Maharashtra,Mumbai North West,Suresh Sundar Shetty,GENERAL,VBA,23422,2.49,3rd place,Not Found,Not Found
Maharashtra,Mumbai North East,Manoj Kotak,GENERAL,BJP,514599,56.6,Winner,Not Found,Not Found
Maharashtra,Mumbai North East,Patil Sanjay Dina,GENERAL,NCP,288113,31.69,2nd place,Not Found,Not Found
Maharashtra,Mumbai North East,Niharika Prakashchandra Khondalay,GENERAL,VBA,68239,7.51,3rd place,Not Found,Not Found
Maharashtra,Mumbai North central,POONAM MAHAJAN,GENERAL,BJP,486672,53.97,Winner,Not Found,Not Found
Maharashtra,Mumbai North central,DUTT PRIYA SUNIL,GENERAL,INC,356667,39.55,2nd place,Not Found,Not Found
Maharashtra,Mumbai North central,ABDUR REHMAN ANJARIA,GENERAL,VBA,33703,3.74,3rd place,Not Found,Not Found
Maharashtra,Mumbai South central,Rahul Ramesh Shewale,SC,SHS,424913,53.25,Winner,Not Found,Not Found
Maharashtra,Mumbai South central,Eknath M. Gaikwad,GENERAL,INC,272774,34.19,2nd place,Not Found,Not Found
Maharashtra,Mumbai South central,Bhosale Sanjay Sushil,GENERAL,VBA,63412,7.95,3rd place,Not Found,Not Found
Maharashtra,Mumbai   South,Arvind Ganpat Sawant,GENERAL,SHS,421937,52.62,Winner,Not Found,Not Found
Maharashtra,Mumbai   South,Deora Milind Murli,GENERAL,INC,321870,40.14,2nd place,Not Found,Not Found
Maharashtra,Mumbai   South,Dr. Anil Kumar,GENERAL,VBA,30348,3.78,3rd place,Not Found,Not Found
Maharashtra,Raigad,Tatkare Sunil Dattatray,GENERAL,NCP,486968,47.39,Winner,Not Found,Not Found
Maharashtra,Raigad,Anant Geete,GENERAL,SHS,455530,44.33,2nd place,Not Found,Not Found
Maharashtra,Raigad,Suman Bhaskar Koli,GENERAL,VBA,23196,2.26,3rd place,Not Found,Not Found
Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,GENERAL,SHS,720663,52.62,Winner,Not Found,Not Found
Maharashtra,Maval,PARTH AJIT PAWAR,GENERAL,NCP,504750,36.86,2nd place,Not Found,Not Found
Maharashtra,Maval,RAJARAM NARAYAN PATIL,GENERAL,VBA,75904,5.54,3rd place,Not Found,Not Found
Maharashtra,Pune,Girish Bhalchandra Bapat,GENERAL,BJP,632835,61.1,Winner,Not Found,Not Found
Maharashtra,Pune,Mohan Joshi,GENERAL,INC,308207,29.76,2nd place,Not Found,Not Found
Maharashtra,Pune,Anil Narayan Jadhav,GENERAL,VBA,64793,6.26,3rd place,Not Found,Not Found
Maharashtra,Baramati,Supriya Sule,GENERAL,NCP,686714,52.53,Winner,Not Found,Not Found
Maharashtra,Baramati,Kanchan Rahul Kool,GENERAL,BJP,530940,40.61,2nd place,Not Found,Not Found
Maharashtra,Baramati,Padalkar Navanath,GENERAL,VBA,44134,3.38,3rd place,Not Found,Not Found
