state-name,constituency-name,candidate-name,category,party-name,total-votes,candidate-vote-share
Chhattisgarh,RAIGARH,KRIPASHANKAR BHAGAT,ST,BTP,2591,0.19
Chhattisgarh,RAIGARH,JAI SINGH SIDAR,ST,GGP,2545,0.19
Chhattisgarh,RAIGARH,JYOTI BHAGAT,ST,KMSP,1854,0.14
Chhattisgarh,RAIGARH,RAVISHANKAR SIDAR,ST,APoI,4006,0.30
Chhattisgarh,RAIGARH,VIJAY LAKARA,ST,SHS,3347,0.25
Chhattisgarh,RAIGARH,VIR KUMAR TIGGA,ST,BMUP,2835,0.21
Chhattisgarh,RAIGARH,TARIKA TARANGINI URAON,ST,IND,5713,0.42
Chhattisgarh,RAIGARH,TEJRAM SIDAR,ST,IND,5656,0.42
Chhattisgarh,RAIGARH,NAVAL KISHOR RATHIA,ST,IND,9560,0.71
Chhattisgarh,RAIGARH,PRAKASH KUMAR URANW,ST,IND,10162,0.75
Chhattisgarh,RAIGARH,NOTA,,NOTA,15729,1.16
Chhattisgarh,JANJGIR-CHAMPA,GUHARAM AJGALLEY,SC,BJP,572790,45.88
Chhattisgarh,JANJGIR-CHAMPA,DAURAM RATNAKAR,SC,BSP,131387,10.52
Chhattisgarh,JANJGIR-CHAMPA,RAVI PARASRAM BHARDWAJ,SC,INC,489535,39.21
Chhattisgarh,JANJGIR-CHAMPA,ASHISH RATRE,SC,PPID,6240,0.50
Chhattisgarh,JANJGIR-CHAMPA,NARESH KUMAR DAHARIYA,SC,RGOP,1850,0.15
Chhattisgarh,JANJGIR-CHAMPA,NARESH BAI JANGDE,SC,SHS,1826,0.15
Chhattisgarh,JANJGIR-CHAMPA,NITESH KUMAR RATRE,SC,SUSP,2568,0.21
Chhattisgarh,JANJGIR-CHAMPA,BHOJRAM BANJARE,SC,RJsbhP,1759,0.14
Chhattisgarh,JANJGIR-CHAMPA,LAKHAN LAL CHAUHAN ALIAS LAKHALA DANAV,SC,BMUP,1791,0.14
Chhattisgarh,JANJGIR-CHAMPA,VRINDA CHAUHAN,SC,cvgrp,2187,0.18
Chhattisgarh,JANJGIR-CHAMPA,SHANTI KUMAR RATRE,SC,GGP,2784,0.22
Chhattisgarh,JANJGIR-CHAMPA,SITA CHAUHAN,SC,BSCP,3876,0.31
Chhattisgarh,JANJGIR-CHAMPA,SEEMA AJAY,SC,APoI,7831,0.63
Chhattisgarh,JANJGIR-CHAMPA,ASHARAM RATNAKAR,SC,IND,6467,0.52
Chhattisgarh,JANJGIR-CHAMPA,DR. UDAY RATRE,SC,IND,4778,0.38
Chhattisgarh,JANJGIR-CHAMPA,NOTA,,NOTA,9981,0.80
Chhattisgarh,KORBA,JYOTI NAND DUBEY,GENERAL,BJP,497061,43.70
Chhattisgarh,KORBA,JYOTSNA CHARANDAS MAHANT,GENERAL,INC,523310,46.01
Chhattisgarh,KORBA,PARMIT SINGH,GENERAL,BSP,15880,1.40
Chhattisgarh,KORBA,CHANDRA BHUSHAN KANWAR ADHIVAKTA L L M,ST,APoI,3965,0.35
Chhattisgarh,KORBA,TULESHWAR HIRASINGH MARKAM,ST,GGP,37417,3.29
Chhattisgarh,KORBA,RAJ KUMAR YADAV,GENERAL,BYPP,1986,0.17
Chhattisgarh,KORBA,RAJESH PANDEY,GENERAL,BHBHP,3085,0.27
Chhattisgarh,KORBA,LILAMBAR SINGH,ST,BTP,2910,0.26
Chhattisgarh,KORBA,SUMAN LAL KHANDE,SC,RJsbhP,2987,0.26
Chhattisgarh,KORBA,DEEPAK SAHU,GENERAL,IND,3703,0.33
Chhattisgarh,KORBA,PRAMOD KUMAR SHARMA,GENERAL,IND,4798,0.42
Chhattisgarh,KORBA,RAMDAYAL URAON,ST,IND,6801,0.60
Chhattisgarh,KORBA,LAKHAN LAL DEWANGAN,GENERAL,IND,13695,1.20
Chhattisgarh,KORBA,NOTA,,NOTA,19305,1.70
Chhattisgarh,BILASPUR,ATAL SHRIVASTAV,GENERAL,INC,492796,40.72
Chhattisgarh,BILASPUR,ARUN SAO,GENERAL,BJP,634559,52.43
Chhattisgarh,BILASPUR,UTTAM DAS GUROO GOSAI,GENERAL,BSP,21180,1.75
Chhattisgarh,BILASPUR,NAND KISHORE RAJ,ST,GGP,5259,0.43
Chhattisgarh,BILASPUR,POORAN LAL CHHABARIYA,GENERAL,SWAP,966,0.08
Chhattisgarh,BILASPUR,YAMAN BANJARE,SC,BKNP,896,0.07
Chhattisgarh,BILASPUR,RAMKUMAR GHATLAHARE,SC,BLRP,826,0.07
Chhattisgarh,BILASPUR,EG. RAMFAL MANDREY,SC,APoI,2482,0.21
Chhattisgarh,BILASPUR,SHAMBHU PRASAD SHARMA,GENERAL,BHBHP,1960,0.16
Chhattisgarh,BILASPUR,SIDDHRAM LAHARE,SC,RJsbhP,1311,0.11
Chhattisgarh,BILASPUR,SANTOSH KAUSHAL,GENERAL,SHS,1865,0.15
Chhattisgarh,BILASPUR,"SANDEEP TIWARI ""RAJ""",GENERAL,BSHSP,1852,0.15
Chhattisgarh,BILASPUR,SANDEEP SINGH PORTE,ST,AVVP,2201,0.18
Chhattisgarh,BILASPUR,ARUNKUMAR SAHU,GENERAL,IND,3281,0.27
Chhattisgarh,BILASPUR,AVISHEK EKKA,ST,IND,6782,0.56
Chhattisgarh,BILASPUR,ENGINEER INDRASEN MOGRE,GENERAL,IND,11982,0.99
Chhattisgarh,BILASPUR,URMILA TIWARI,GENERAL,IND,4979,0.41
Chhattisgarh,BILASPUR,DUJ RAM SAHU,GENERAL,IND,3505,0.29
Chhattisgarh,BILASPUR,BALDAU PRASAD SAHU,GENERAL,IND,801,0.07
Chhattisgarh,BILASPUR,RAJU KHATIK URPH LALU,SC,IND,543,0.04
Chhattisgarh,BILASPUR,VIDYA SAHU,GENERAL,IND,748,0.06
Chhattisgarh,BILASPUR,SALIK RAM JOGI,SC,IND,645,0.05
Chhattisgarh,BILASPUR,HARISH CHANDRA SAHU,GENERAL,IND,1258,0.10
Chhattisgarh,BILASPUR,HARISH KUMAR MANDWA,SC,IND,946,0.08
Chhattisgarh,BILASPUR,HORILAL ANANT,SC,IND,1446,0.12
Chhattisgarh,BILASPUR,NOTA,,NOTA,4365,0.36
Chhattisgarh,RAJNANDGAON,BHOLA RAM SAHU,GENERAL,INC,550421,42.09
Chhattisgarh,RAJNANDGAON,RAVITA LAKRA (DHRUV),SC,BSP,17145,1.31
Chhattisgarh,RAJNANDGAON,SANTOSH PANDEY,GENERAL,BJP,662387,50.65
Chhattisgarh,RAJNANDGAON,AJAY PALI (BABA),GENERAL,SHS,8366,0.64
Chhattisgarh,RAJNANDGAON,DR. GOJUPAL,GENERAL,RPI(A),1773,0.14
Chhattisgarh,RAJNANDGAON,PRATIMA SANTOSH WASHNIK,SC,RP(K),1506,0.12
Chhattisgarh,RAJNANDGAON,MAHENDRA KUMAR SAHU,GENERAL,FDLP,1519,0.12
Chhattisgarh,RAJNANDGAON,VISHWANATH SINGH PORTE,ST,GGP,3817,0.29
Chhattisgarh,RAJNANDGAON,BAIDYA SHEKHU RAM VERMA (GURUJI),GENERAL,APoI,4297,0.33
Chhattisgarh,RAJNANDGAON,KAMINI SAHU,GENERAL,IND,2445,0.19
Chhattisgarh,RAJNANDGAON,KRANTI GUPTA,GENERAL,IND,3713,0.28
Chhattisgarh,RAJNANDGAON,RAMKHILAWAN DAHARIYA,SC,IND,5068,0.39
Chhattisgarh,RAJNANDGAON,SACHCHIDANAND KAUSHIK,GENERAL,IND,12472,0.95
Chhattisgarh,RAJNANDGAON,SUDESH TIKAM,ST,IND,12668,0.97
Chhattisgarh,RAJNANDGAON,NOTA,,NOTA,19436,1.49
Chhattisgarh,DURG,GEETANJALI SINGH,GENERAL,BSP,20124,1.44
Chhattisgarh,DURG,PRATIMA CHANDRAKAR,GENERAL,INC,457396,32.84
Chhattisgarh,DURG,VIJAY BAGHEL,GENERAL,BJP,849374,60.99
Chhattisgarh,DURG,ANURAG SINGH,GENERAL,BKNP,5435,0.39
Chhattisgarh,DURG,AATMA RAM SAHU,GENERAL,SUCI(C),2221,0.16
Chhattisgarh,DURG,KAMLESH KUMAR NAGARCHI,GENERAL,SHS,1097,0.08
Chhattisgarh,DURG,TRESSA DAVID,GENERAL,IPBP,797,0.06
Chhattisgarh,DURG,PITAMBAR LAL NISHAD,GENERAL,BHAPRAP,775,0.06
Chhattisgarh,DURG,FARID MOHAMMAD QURAISHI,GENERAL,GGP,919,0.07
Chhattisgarh,DURG,MALIK RAM THAKUR,ST,APoI,1982,0.14
Chhattisgarh,DURG,RAJ KUMAR GUPTA ADVOCATE,GENERAL,CSM,1522,0.11
Chhattisgarh,DURG,RAJESH KUMAR DUBEY,GENERAL,BSCP,2114,0.15
Chhattisgarh,DURG,SEVAKRAM BANJARE,SC,RJsbhP,4072,0.29
Chhattisgarh,DURG,HIDAR BHATI,GENERAL,SDP(MP),12107,0.87
Chhattisgarh,DURG,ANOOP KUMAR PANDEY,GENERAL,IND,7959,0.57
Chhattisgarh,DURG,ARUN KUMAR JOSHI,SC,IND,6753,0.48
Chhattisgarh,DURG,POKHRAJ MESHRAM,SC,IND,3177,0.23
Chhattisgarh,DURG,PRAVEEN TIWARI,ST,IND,3466,0.25
Chhattisgarh,DURG,MANOJ GAYKWAD CHHATTISGARHIYA,SC,IND,4012,0.29
Chhattisgarh,DURG,GURU DADA LOKESH,GENERAL,IND,1420,0.10
Chhattisgarh,DURG,SUNIL KUMAR MARKANDEY,SC,IND,1003,0.07
Chhattisgarh,DURG,NOTA,,NOTA,4271,0.31
Chhattisgarh,RAIPUR,Khilesh Kumar Sahu Alias Khileshwar,GENERAL,BSP,10597,0.76
Chhattisgarh,RAIPUR,Pramod Dubey,GENERAL,INC,489664,35.05
Chhattisgarh,RAIPUR,Sunil Kumar Soni,GENERAL,BJP,837902,59.97
Chhattisgarh,RAIPUR,Ajay Chakole,GENERAL,GGP,4422,0.32
Chhattisgarh,RAIPUR,Ikram Saifi,GENERAL,APoI,1495,0.11
Chhattisgarh,RAIPUR,Chhabi Lal Kanwar,ST,BSCP,817,0.06
Chhattisgarh,RAIPUR,Tameshwar Sahu,GENERAL,BKNP,762,0.05
Chhattisgarh,RAIPUR,Devki Dubey (Sandhya),GENERAL,RPI(A),788,0.06
Chhattisgarh,RAIPUR,Devendra Kumar Patil,SC,SUCI(C),1469,0.11
Chhattisgarh,RAIPUR,Banmali Chhura,SC,BHBP,1069,0.08
Chhattisgarh,RAIPUR,Dr. Yogita Bajpai,GENERAL,SABHP,1210,0.09
Chhattisgarh,RAIPUR,Vijay Kumar Kurre,SC,RJsbhP,1744,0.12
Chhattisgarh,RAIPUR,Advocate Shailendra Kumar Banjare,SC,SSBD,2802,0.20
Chhattisgarh,RAIPUR,Santosh Yadu,GENERAL,SHS,9690,0.69
Chhattisgarh,RAIPUR,Tarjan Jangde,SC,IND,6301,0.45
Chhattisgarh,RAIPUR,Navin Gupta,GENERAL,IND,5676,0.41
Chhattisgarh,RAIPUR,Pravin Jain,GENERAL,IND,1936,0.14
Chhattisgarh,RAIPUR,Pritesh Pandey,GENERAL,IND,3829,0.27
Chhattisgarh,RAIPUR,Manish Shrivastav,GENERAL,IND,4035,0.29
Chhattisgarh,RAIPUR,Ramkrishna Verma,GENERAL,IND,672,0.05
Chhattisgarh,RAIPUR,Ramdyal Dahariya,SC,IND,467,0.03
Chhattisgarh,RAIPUR,Rupesh Sahu,GENERAL,IND,473,0.03
Chhattisgarh,RAIPUR,Shankar Lal Vardani,GENERAL,IND,887,0.06
Chhattisgarh,RAIPUR,Sanju Kumar Yadav,GENERAL,IND,1661,0.12
Chhattisgarh,RAIPUR,Santosh Sahu,GENERAL,IND,1590,0.11
Chhattisgarh,RAIPUR,NOTA,,NOTA,4292,0.31
Chhattisgarh,MAHASAMUND,CHUNNI LAL SAHU,GENERAL,BJP,616580,50.42
Chhattisgarh,MAHASAMUND,DHANSING KOSARIYA,SC,BSP,11245,0.92
Chhattisgarh,MAHASAMUND,DHANENDRA SAHU,GENERAL,INC,526069,43.02
Chhattisgarh,MAHASAMUND,ASHOK SONI,GENERAL,APoI,7733,0.63
Chhattisgarh,MAHASAMUND,COMRADE BHOJLAL NETAM,ST,CPIM,2263,0.19
Chhattisgarh,MAHASAMUND,ROHIT KUMAR KOSRE,SC,RJsbhP,1317,0.11
Chhattisgarh,MAHASAMUND,DR. VIRENDRA CHOUDHARY,GENERAL,BSCP,2538,0.21
Chhattisgarh,MAHASAMUND,KHILAWAN SINGH DHRUW,ST,IND,2250,0.18
Chhattisgarh,MAHASAMUND,CHAMPALAL PATEL GURUJI,GENERAL,IND,1941,0.16
Chhattisgarh,MAHASAMUND,JAGMOHAN BHAGWAT KOSARIYA,SC,IND,2244,0.18
Chhattisgarh,MAHASAMUND,TARUN KUMAR DADSENA,GENERAL,IND,4181,0.34
Chhattisgarh,MAHASAMUND,DEVENDAR SINGH THAKUR (RAJPUT),GENERAL,IND,15491,1.27
Chhattisgarh,MAHASAMUND,SANTOSH BANJARE,SC,IND,7242,0.59
Chhattisgarh,MAHASAMUND,NOTA,,NOTA,21241,1.74
Chhattisgarh,BASTAR,AAYTU RAM MANDAVI,ST,BSP,30449,3.33
Chhattisgarh,BASTAR,DEEPAK BAIJ,ST,INC,402527,44.05
Chhattisgarh,BASTAR,BAIDU RAM KASHYAP,ST,BJP,363545,39.79
Chhattisgarh,BASTAR,RAMU RAM MOURYA,ST,CPI,38395,4.20
Chhattisgarh,BASTAR,PANEESH PRASAD NAG,ST,APoI,12421,1.36
Chhattisgarh,BASTAR,MANGALARAM KARMA,ST,ABSKP,9912,1.08
Chhattisgarh,BASTAR,SURESH KAWASI,ST,SHS,13930,1.52
Chhattisgarh,BASTAR,NOTA,,NOTA,41667,4.56
Chhattisgarh,KANKER,BIRESH THAKUR,ST,INC,539319,46.48
Chhattisgarh,KANKER,MOHAN MANDAVI,ST,BJP,546233,47.08
Chhattisgarh,KANKER,SUBE SINGH DHURVA,ST,BSP,10124,0.87
Chhattisgarh,KANKER,UMASHANKAR BHANDARI,ST,SHS,3437,0.30
Chhattisgarh,KANKER,GHANSHYAM JURRI,ST,GGP,4471,0.39
Chhattisgarh,KANKER,DURGAPRASAD THAKUR,ST,APoI,6103,0.53
Chhattisgarh,KANKER,MATHAN SINGH MARKAM,ST,BSCP,5586,0.48
Chhattisgarh,KANKER,NAREND NAG,ST,IND,5758,0.50
Chhattisgarh,KANKER,HARISINGH SIDAR,ST,IND,11449,0.99
Chhattisgarh,KANKER,NOTA,,NOTA,26713,2.30
Jharkhand,Rajmahal,GOPIN SOREN,ST,CPIM,35586,3.40
Jharkhand,Rajmahal,BAIDHNATH PAHADIYA,ST,BSP,10374,0.99
Jharkhand,Rajmahal,MONIKA KISKU,ST,AITC,17427,1.66
Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,ST,JMM,507830,48.46
Jharkhand,Rajmahal,HEMLAL MURMU,ST,BJP,408635,39.00
Jharkhand,Rajmahal,NEERAJ HEMBROM,ST,AIFB,7543,0.72
Jharkhand,Rajmahal,MAHASHAY TUDU,ST,HND,2767,0.26
Jharkhand,Rajmahal,MARY NISHA HANSDAK,ST,BMUP,2948,0.28
Jharkhand,Rajmahal,CHRISTOPHER MURMU,ST,IND,3005,0.29
Jharkhand,Rajmahal,BARNAD HEMBROM,ST,IND,4254,0.41
Jharkhand,Rajmahal,MANGAL MARANDI,ST,IND,8234,0.79
Jharkhand,Rajmahal,MANDAL HANSDA,ST,IND,12130,1.16
Jharkhand,Rajmahal,MAHENDRA HANSDA,ST,IND,9077,0.87
Jharkhand,Rajmahal,MAHESH PAHADIYA,ST,IND,4928,0.47
Jharkhand,Rajmahal,NOTA,,NOTA,12919,1.23
Jharkhand,Dumka,ARJUN PUJHAR,ST,AITC,13104,1.28
Jharkhand,Dumka,SHIBU SOREN,ST,JMM,437333,42.63
Jharkhand,Dumka,SUNIL SOREN,ST,BJP,484923,47.26
Jharkhand,Dumka,SENAPATI MURMU,ST,CPI,16157,1.57
Jharkhand,Dumka,STEPHAN BESRA,ST,BSP,3273,0.32
Jharkhand,Dumka,SATISH SOREN,ST,JKPP,1926,0.19
Jharkhand,Dumka,THAKUROON SOREN,ST,IND,5571,0.54
Jharkhand,Dumka,PROBINA MURMU,ST,IND,2230,0.22
Jharkhand,Dumka,BAGHRAI SOREN,ST,IND,2075,0.20
Jharkhand,Dumka,MOHRIL MURMU,ST,IND,2213,0.22
Jharkhand,Dumka,RAMESH TUDU,ST,IND,2579,0.25
Jharkhand,Dumka,RASKA SOREN,ST,IND,5135,0.50
Jharkhand,Dumka,RAJESH BESRA,ST,IND,5882,0.57
Jharkhand,Dumka,DR. SHRILAL KISKU,ST,IND,16562,1.61
Jharkhand,Dumka,SAMUEL TUDU,ST,IND,12609,1.23
Jharkhand,Dumka,NOTA,,NOTA,14396,1.40
Jharkhand,Godda,Zaffar Obaid,GENERAL,BSP,17583,1.47
Jharkhand,Godda,Nishikant Dubey,GENERAL,BJP,637610,53.39
Jharkhand,Godda,Pradeep Yadav,GENERAL,JVM,453383,37.96
Jharkhand,Godda,Asha Makade,GENERAL,PSPU,6580,0.55
Jharkhand,Godda,Noor Hassan,GENERAL,RSPSR,2307,0.19
Jharkhand,Godda,Bajrangi Mahtha,SC,BMUP,3023,0.25
Jharkhand,Godda,Murari Kapri,GENERAL,AAM,2627,0.22
Jharkhand,Godda,Anup Kumar Sinha,GENERAL,IND,2534,0.21
Jharkhand,Godda,Jitendra Kumar Barnwal,GENERAL,IND,2982,0.25
Jharkhand,Godda,Madhusudan Ray,GENERAL,IND,6301,0.53
Jharkhand,Godda,Mahesh Kumar Suman,SC,IND,10354,0.87
Jharkhand,Godda,K. Rangaiah,GENERAL,IND,16456,1.38
Jharkhand,Godda,Birendra Kumar,GENERAL,IND,13613,1.14
Jharkhand,Godda,NOTA,,NOTA,18683,1.56
Jharkhand,Chatra,ARJUN KUMAR,GENERAL,CPI,22577,2.44
Jharkhand,Chatra,NAGESHWAR GANJHU,GENERAL,BSP,18888,2.04
Jharkhand,Chatra,MANOJ KUMAR YADAV,GENERAL,INC,150206,16.22
Jharkhand,Chatra,SUNIL KUMAR SINGH,GENERAL,BJP,528077,57.03
Jharkhand,Chatra,SUBHASH PRASAD YADAV,GENERAL,RJD,83425,9.01
Jharkhand,Chatra,ASHUTOSH KUMAR,GENERAL,PUJP,4483,0.48
Jharkhand,Chatra,PANKAJ RANJAN,GENERAL,JKPP,2761,0.30
Jharkhand,Chatra,RAMANAND DAS,GENERAL,BaSaPa,2701,0.29
Jharkhand,Chatra,SAGAR RAM,SC,ABHM,3845,0.42
Jharkhand,Chatra,ABDUL RAJAK ANSARI,GENERAL,IND,3218,0.35
Jharkhand,Chatra,AYUB KHAN,GENERAL,IND,3828,0.41
Jharkhand,Chatra,ARUN KUMAR YADAV,GENERAL,IND,7227,0.78
Jharkhand,Chatra,JAIDULA ANSARI,GENERAL,IND,13090,1.41
Jharkhand,Chatra,DULESHWAR SAW,GENERAL,IND,6362,0.69
Jharkhand,Chatra,DHANANJAY KUMAR,GENERAL,IND,3856,0.42
Jharkhand,Chatra,NANDLAL PRASAD,GENERAL,IND,15859,1.71
Jharkhand,Chatra,NANDLAL PRASAD KESHARI,GENERAL,IND,4111,0.44
Jharkhand,Chatra,PAWAN KUMAR,GENERAL,IND,1595,0.17
Jharkhand,Chatra,PRAMOD TOPPO,ST,IND,3288,0.36
Jharkhand,Chatra,BAGENDRA RAM,GENERAL,IND,8256,0.89
Jharkhand,Chatra,BHAGALPURI YADAV,GENERAL,IND,3732,0.40
Jharkhand,Chatra,MANOJ KUMAR PANDEY,GENERAL,IND,2052,0.22
Jharkhand,Chatra,YOGENDRA YADAV,GENERAL,IND,3887,0.42
Jharkhand,Chatra,RAMESHI RAM,SC,IND,6089,0.66
Jharkhand,Chatra,RAJENDRA SAHU,GENERAL,IND,11224,1.21
Jharkhand,Chatra,SHAUKAT ALI,GENERAL,IND,2988,0.32
Jharkhand,Chatra,NOTA,,NOTA,8312,0.90
Jharkhand,Kodarma,ANNPURNA DEVI,GENERAL,BJP,753016,62.25
Jharkhand,Kodarma,KANCHAN KUMARI,GENERAL,AITC,14119,1.17
Jharkhand,Kodarma,BABU LAL MARANDI,ST,JVM,297416,24.59
Jharkhand,Kodarma,SARFARAJ AHMAD,GENERAL,BSP,6359,0.53
Jharkhand,Kodarma,AJAY KRISHNA,GENERAL,RJANSWP,2496,0.21
Jharkhand,Kodarma,AVADHESH KUMAR SINGH,GENERAL,VSP,3265,0.27
Jharkhand,Kodarma,TUKLAL NAYAK,GENERAL,HND,2220,0.18
Jharkhand,Kodarma,DAYANAND KUMAR,GENERAL,JAC,2181,0.18
Jharkhand,Kodarma,BAYAS KUMAR,GENERAL,MOSP,3254,0.27
Jharkhand,Kodarma,RAJ KUMAR YADAV,GENERAL,CPI(ML)(L),68207,5.64
Jharkhand,Kodarma,SHIVNATH SAW,GENERAL,AIFB,4060,0.34
Jharkhand,Kodarma,PRADIP TURI,GENERAL,IND,6207,0.51
Jharkhand,Kodarma,MD. MAHBOOB ALAM,GENERAL,IND,9421,0.78
Jharkhand,Kodarma,RAMESHWAR PRASAD YADAV,GENERAL,IND,6156,0.51
Jharkhand,Kodarma,NOTA,,NOTA,31164,2.58
Jharkhand,Giridih,Chandra Prakash Choudhary,GENERAL,AJSUP,648277,58.55
Jharkhand,Giridih,Jagarnath Mahto,GENERAL,JMM,399930,36.12
Jharkhand,Giridih,Rasul Baksh,GENERAL,BSP,10061,0.91
Jharkhand,Giridih,Amit Jani,GENERAL,UPNSE,2051,0.19
Jharkhand,Giridih,Ahmad Ansari,GENERAL,BLRP,1088,0.10
Jharkhand,Giridih,Chandra Deo Prasad,GENERAL,AHNP,1650,0.15
Jharkhand,Giridih,Jogeshwar Thakur,GENERAL,VSP,1225,0.11
Jharkhand,Giridih,Dwaraka Prasad Lala,GENERAL,RPI(A),1896,0.17
Jharkhand,Giridih,Madhu Sudan,GENERAL,JKPS,1244,0.11
Jharkhand,Giridih,Shibu Singh,GENERAL,BMFP,1206,0.11
Jharkhand,Giridih,Sohrab Shah,GENERAL,BMUP,1448,0.13
Jharkhand,Giridih,Rajendra Dasaundhi,GENERAL,IND,1667,0.15
Jharkhand,Giridih,Sanjeev Kumar Mahato,GENERAL,IND,2217,0.20
Jharkhand,Giridih,Simmi Suman,GENERAL,IND,4173,0.38
Jharkhand,Giridih,Sunita Tudu,ST,IND,9077,0.82
Jharkhand,Giridih,NOTA,,NOTA,19708,1.78
Jharkhand,Dhanbad,KIRTI AZAD,GENERAL,INC,341040,27.21
Jharkhand,Dhanbad,PASHUPATI NATH SINGH,GENERAL,BJP,827234,66.01
Jharkhand,Dhanbad,MADHVI SINGH,GENERAL,AITC,8235,0.66
Jharkhand,Dhanbad,MEGHNATH RAWANI,GENERAL,BSP,4241,0.34
Jharkhand,Dhanbad,DEEPAK KUMAR DAS,SC,PPID,2194,0.18
Jharkhand,Dhanbad,MANTOSH KUMAR MANDAL,GENERAL,AMB,1635,0.13
Jharkhand,Dhanbad,MIHIR CHANDRA MAHATO,GENERAL,APoI,3004,0.24
Jharkhand,Dhanbad,MERAJ KHAN,GENERAL,SP,1453,0.12
Jharkhand,Dhanbad,RAM LAL MAHTO,GENERAL,SUCI(C),1741,0.14
Jharkhand,Dhanbad,SUDHIR KUMAR MAHATO,GENERAL,BMUP,7495,0.60
Jharkhand,Dhanbad,HEERA LAL SHANKHAVAR,GENERAL,AIFB,1684,0.13
Jharkhand,Dhanbad,UMESH PASWAN,GENERAL,IND,1967,0.16
Jharkhand,Dhanbad,PREM PRAKASH PASWAN,GENERAL,IND,2117,0.17
Jharkhand,Dhanbad,BAMAPADA BAURI,SC,IND,4135,0.33
Jharkhand,Dhanbad,RAJESH KUMAR SINGH,GENERAL,IND,11110,0.89
Jharkhand,Dhanbad,LAKSHMI DEVI,SC,IND,10876,0.87
Jharkhand,Dhanbad,VARUN KUMAR,GENERAL,IND,4026,0.32
Jharkhand,Dhanbad,SANJAY PASWAN,GENERAL,IND,3762,0.30
Jharkhand,Dhanbad,K.C.SINGH RAJ,GENERAL,IND,1030,0.08
Jharkhand,Dhanbad,SIDDHARTH GAUTAM,GENERAL,IND,9492,0.76
Jharkhand,Dhanbad,NOTA,,NOTA,4346,0.35
Jharkhand,Ranchi,BIDYADHAR PRASAD,GENERAL,BSP,8789,0.71
Jharkhand,Ranchi,SANJAY SETH,GENERAL,BJP,706510,57.18
Jharkhand,Ranchi,SUBODH KANT SAHAY,GENERAL,INC,423730,34.29
Jharkhand,Ranchi,AMAR KUMAR MAHTO,GENERAL,RPI(A),5833,0.47
Jharkhand,Ranchi,ALOK KUMAR,GENERAL,RJANSWP,2401,0.19
Jharkhand,Ranchi,PARMESHWAR MAHTO,GENERAL,JKP,2046,0.17
Jharkhand,Ranchi,RANJIT MAHTO,GENERAL,PPID,1388,0.11
Jharkhand,Ranchi,RAMJIT MAHTO,GENERAL,PSS,1503,0.12
Jharkhand,Ranchi,VIKAS CHANDRA SHARMA,GENERAL,CPIM,1403,0.11
Jharkhand,Ranchi,SIDHESHWAR SINGH,GENERAL,SUCI(C),2224,0.18
Jharkhand,Ranchi,SUNITA MUNDA,ST,APoI,6667,0.54
Jharkhand,Ranchi,ANJANI PANDEY,GENERAL,IND,3584,0.29
Jharkhand,Ranchi,JAY PRAKASH PRASAD,GENERAL,IND,2830,0.23
Jharkhand,Ranchi,JITENDRA THAKUR,GENERAL,IND,6378,0.52
Jharkhand,Ranchi,NAND KISHORE YADAV,GENERAL,IND,7796,0.63
Jharkhand,Ranchi,RAJU MAHTO,GENERAL,IND,9368,0.76
Jharkhand,Ranchi,RAJESH KUMAR,GENERAL,IND,2651,0.21
Jharkhand,Ranchi,RAJESH THAPA,GENERAL,IND,4435,0.36
Jharkhand,Ranchi,RAM TAHAL CHOUDHARY,GENERAL,IND,29539,2.39
Jharkhand,Ranchi,SATISH SINGH,GENERAL,IND,1472,0.12
Jharkhand,Ranchi,NOTA,,NOTA,4379,0.35
Jharkhand,Jamshedpur,Anjana Mahata,GENERAL,AITC,9542,0.83
Jharkhand,Jamshedpur,Ashraf Hussain,GENERAL,BSP,3359,0.29
Jharkhand,Jamshedpur,Champai Soren,ST,JMM,377542,32.99
Jharkhand,Jamshedpur,Bidyut Baran Mahato,GENERAL,BJP,679632,59.39
Jharkhand,Jamshedpur,Angad Mahato,GENERAL,AMB,6665,0.58
Jharkhand,Jamshedpur,Asjadullah Imran,GENERAL,BHAPRAP,1789,0.16
Jharkhand,Jamshedpur,Qamar Raza Khan,GENERAL,BYPP,1463,0.13
Jharkhand,Jamshedpur,Chandra Shekhar Mahato,GENERAL,PPID,1587,0.14
Jharkhand,Jamshedpur,Panmani Singh,ST,SUCI(C),2471,0.22
Jharkhand,Jamshedpur,Malay Kumar Mahato,GENERAL,CPIM,1874,0.16
Jharkhand,Jamshedpur,Mahesh Kumar,GENERAL,RTORP,2481,0.22
Jharkhand,Jamshedpur,Ranjit Kumar Singh,ST,JKP,4630,0.40
Jharkhand,Jamshedpur,Shekh Akhir Uddin,GENERAL,JKP(N),7665,0.67
Jharkhand,Jamshedpur,Sabita Kaivarto,GENERAL,AHNP,6272,0.55
Jharkhand,Jamshedpur,Subrat Kumar Pradhan,GENERAL,APoI,4850,0.42
Jharkhand,Jamshedpur,Surya Singh Besra,ST,JKPP,9288,0.81
Jharkhand,Jamshedpur,Asit Kumar Singh,ST,IND,2366,0.21
Jharkhand,Jamshedpur,Dinesh Mahato,GENERAL,IND,1524,0.13
Jharkhand,Jamshedpur,Deepak Kumar Giri,GENERAL,IND,3518,0.31
